,video_id,start_frame,end_frame,class,total_frames
1967,167_01_0026_L,32,117,7,395
1968,167_01_0026_L,231,273,7,395
1969,112_01_0036_0,177,240,9,412
1970,112_01_0036_0,294,402,7,412
1971,167_01_0026_J,0,56,9,437
1972,167_01_0026_J,53,138,7,437
1973,167_01_0026_J,252,294,7,437
1974,167_01_0026_J,410,436,9,437
1975,087_02_0050_5,5,132,19,199
1976,087_02_0050_5,41,153,10,199
1977,214_02_0006_L,0,254,19,255
1978,214_02_0006_L,0,254,10,255
1979,214_02_0006_F,0,274,19,276
1980,214_02_0006_F,20,274,10,276
1981,100_02_0023_M,0,39,8,308
1982,100_02_0023_M,102,180,10,308
1983,100_02_0023_M,0,195,19,308
1984,100_02_0023_M,195,306,21,308
1985,084_02_0033_2,91,161,19,335
1986,084_02_0033_2,214,259,10,335
1987,107_02_0006_5,39,143,12,314
1988,107_02_0006_5,176,309,8,314
1989,026_02_0035_A,0,310,12,312
1990,026_02_0035_A,0,128,8,312
1991,026_03_0032_N,144,206,8,315
1992,026_03_0032_N,0,313,12,315
1993,026_03_0032_D,162,223,8,332
1994,026_03_0032_D,0,330,12,332
1995,052_02_0042_H,0,442,12,443
1996,052_02_0042_H,0,24,8,443
1997,052_02_0042_H,129,148,8,443
1998,150_02_0016_1,110,149,9,151
1999,150_02_0016_1,74,113,7,151
2000,150_02_0016_1,0,150,37,151
2001,150_02_0016_1,0,150,25,151
2002,022_04_0017_2,94,166,7,196
2003,022_04_0017_2,159,193,9,196
2004,126_01_0021_1,32,141,7,202
2005,126_01_0021_1,139,156,9,202
2006,126_01_0021_1,0,198,37,202
2007,167_01_0029_2,25,45,7,225
2008,167_01_0029_2,103,139,9,225
2009,084_02_0019_1,1,74,7,239
2010,084_02_0019_1,74,120,9,239
2011,084_02_0019_1,214,237,49,239
2012,138_01_0015_2,2,46,7,253
2013,138_01_0015_2,45,128,9,253
2014,217_01_0004_0,0,168,7,286
2015,217_01_0004_0,156,285,9,286
2016,200_01_0013_0,221,446,7,447
2017,200_01_0013_0,408,437,9,447
2018,031_01_0042_0,92,113,49,151
2019,031_01_0042_0,116,150,49,151
2020,141_01_0020_0,113,221,49,448
2021,141_01_0020_0,354,402,49,448
2022,190_01_0032_C,2,176,0,343
2023,190_01_0032_C,173,341,20,343
2024,059_01_0020_3,21,102,10,162
2025,059_01_0020_3,21,102,8,162
2026,033_01_0014_0,29,74,10,196
2027,033_01_0014_0,74,126,8,196
2028,076_01_0033_3,110,172,10,223
2029,076_01_0033_3,170,221,8,223
2030,110_02_0008_1,92,140,10,232
2031,110_02_0008_1,138,209,8,232
2032,077_02_0031_0,102,138,10,286
2033,077_02_0031_0,170,222,8,286
2034,201_01_0039_1,0,69,10,317
2035,201_01_0039_1,30,144,8,317
2036,199_01_0041_0,0,201,10,406
2037,199_01_0041_0,198,405,8,406
2038,137_01_0011_0,0,87,24,174
2039,137_01_0011_0,0,36,19,174
2040,174_02_0016_I,0,284,24,286
2041,174_02_0016_I,117,143,19,286
2042,174_05_0023_W,0,161,24,323
2043,174_05_0023_W,245,292,29,323
2044,174_05_0023_W,286,322,30,323
2045,174_05_0023_W,25,44,48,323
2046,174_05_0023_W,59,83,17,323
2047,174_05_0023_W,146,278,19,323
2048,174_05_0023_W,275,307,12,323
2049,174_05_0023_W,26,56,5,323
2050,174_02_0014_T,0,326,24,328
2051,174_02_0014_T,56,114,19,328
2052,174_02_0014_T,141,249,19,328
2053,174_02_0014_T,279,326,20,328
2054,174_02_0016_D,0,335,24,337
2055,174_02_0016_D,18,48,19,337
2056,174_02_0016_D,165,192,19,337
2057,174_02_0016_E,0,341,24,343
2058,174_02_0016_E,90,120,19,343
2059,174_02_0016_E,237,264,19,343
2060,174_02_0016_E,0,63,9,343
2061,137_01_0037_L,0,373,24,374
2062,137_01_0037_L,12,104,19,374
2063,137_01_0037_L,188,269,19,374
2064,137_01_0037_L,191,276,7,374
2065,005_05_0021_2,0,146,12,147
2066,005_05_0021_2,106,115,5,147
2067,005_05_0021_2,115,136,6,147
2068,158_01_015_0,0,212,25,213
2069,158_01_015_0,0,48,5,213
2070,158_01_015_0,48,107,6,213
2071,103_01_0025_1,77,125,5,219
2072,103_01_0025_1,123,194,6,219
2073,007_02_0030_1,1,57,5,224
2074,007_02_0030_1,55,114,6,224
2075,059_02_0049_C,0,261,0,262
2076,059_02_0049_C,0,261,30,262
2077,040_01_0044_X,144,203,30,295
2078,040_01_0044_X,144,293,0,295
2079,040_01_0044_J,165,223,30,316
2080,040_01_0044_J,165,313,0,316
2081,169_01_0025_^,0,310,49,311
2082,169_01_0025_^,0,38,7,311
2083,169_01_0025_^,152,203,8,311
2084,169_01_0025_^,284,310,9,311
2085,169_02_0002_C,0,339,49,340
2086,169_02_0002_C,2,119,8,340
2087,169_02_0002_C,117,173,9,340
2088,169_02_0002_C,305,339,8,340
2089,169_02_0002_A,0,363,49,365
2090,169_02_0002_A,11,128,8,365
2091,169_02_0002_A,126,182,9,365
2092,169_02_0002_A,314,363,8,365
2093,169_02_0002_E,0,368,49,373
2094,169_02_0002_E,0,80,8,373
2095,169_02_0002_E,78,134,9,373
2096,169_02_0002_E,266,356,8,373
2097,067_01_0023_A,2,332,12,385
2098,067_01_0023_A,276,331,7,385
2099,067_01_0023_A,336,384,7,385
2100,070_02_0003_A,0,232,21,234
2101,070_02_0003_A,0,38,6,234
2102,218_01_0016_H,0,253,21,255
2103,218_01_0016_H,0,35,6,255
2104,085_04_0024_H,140,230,6,289
2105,085_04_0024_H,0,288,21,289
2106,070_02_0014_D,0,319,21,321
2107,070_02_0014_D,0,23,6,321
2108,167_02_0024_0,116,149,19,153
2109,167_02_0024_0,95,143,7,153
2110,027_01_0065_1,10,22,7,154
2111,027_01_0065_1,22,45,19,154
2112,167_02_0012_0,161,273,19,277
2113,167_02_0012_0,135,192,7,277
2114,167_02_0019_c,6,288,19,289
2115,167_02_0019_c,0,87,7,289
2116,167_01_0033_B,0,15,7,373
2117,167_01_0033_B,0,371,19,373
2118,167_01_0033_A,0,72,7,429
2119,167_01_0033_A,56,428,19,429
2120,107_02_0024_M,2,245,19,300
2121,107_02_0024_M,242,299,21,300
2122,107_02_0024_M,0,147,8,300
2123,100_02_0023_Q,0,24,8,335
2124,100_02_0023_Q,87,165,10,335
2125,100_02_0023_Q,0,180,19,335
2126,100_02_0023_Q,180,333,21,335
2127,027_03_0056_3,2,46,10,154
2128,027_03_0056_3,2,46,11,154
2129,052_01_0028_0,2,194,11,198
2130,052_01_0028_0,74,104,10,198
2131,040_02_0012_2,1,108,11,322
2132,040_02_0012_2,108,163,10,322
2133,052_01_0002_A,1,341,11,342
2134,052_01_0002_A,144,172,10,342
2135,126_03_0017_1,289,351,10,352
2136,126_03_0017_1,0,351,11,352
2137,147_02_0031_0,378,425,10,427
2138,147_02_0031_0,0,402,11,427
2139,066_01_0036_1,28,139,19,152
2140,066_01_0036_1,18,78,10,152
2141,124_04_0006_A,0,281,21,283
2142,124_04_0006_A,0,96,8,283
2143,040_01_0023_O,0,67,0,300
2144,040_01_0023_O,18,131,21,300
2145,040_01_0023_O,26,71,8,300
2146,040_01_0023_O,129,187,8,300
2147,040_01_0023_O,244,298,21,300
2148,040_01_0023_O,218,298,0,300
2149,068_04_0017_0,85,138,8,316
2150,068_04_0017_0,204,313,8,316
2151,068_04_0017_0,0,315,21,316
2152,043_04_0005_0,0,347,21,369
2153,043_04_0005_0,186,254,8,369
2154,043_04_0005_0,336,362,8,369
2155,191_02_0038_3,35,309,21,440
2156,191_02_0038_3,93,115,8,440
2157,191_02_0038_3,157,201,8,440
2158,043_01_0001_0,0,449,21,450
2159,043_01_0001_0,114,159,8,450
2160,043_01_0001_0,368,393,8,450
2161,046_01_0019_3,23,68,49,154
2162,046_01_0019_3,30,60,29,154
2163,046_01_0018_6,48,100,49,154
2164,046_01_0018_6,59,103,29,154
2165,067_01_0030_1,66,156,49,178
2166,067_01_0030_1,84,128,29,178
2167,067_01_0030_1,161,176,19,178
2168,022_04_0036_N,0,258,49,259
2169,022_04_0036_N,73,117,29,259
2170,022_01_0044_L,0,345,49,346
2171,022_01_0044_L,20,64,29,346
2172,022_01_0044_L,176,201,30,346
2173,022_04_0036_O,0,366,49,367
2174,022_04_0036_O,0,14,29,367
2175,022_04_0036_O,14,32,30,367
2176,022_04_0036_O,180,224,29,367
2177,022_04_0036_O,84,107,5,367
2178,046_01_0014_3,187,377,49,381
2179,046_01_0014_3,209,256,29,381
2180,067_01_0027_0,167,356,49,381
2181,067_01_0027_0,177,243,29,381
2182,116_01_0010_2,63,219,24,224
2183,116_01_0010_2,111,146,10,224
2184,137_01_0017_D,40,233,24,235
2185,137_01_0017_D,118,233,10,235
2186,116_01_0003_0,0,266,24,270
2187,116_01_0003_0,39,62,10,270
2188,137_01_0017_H,32,320,24,321
2189,137_01_0017_H,110,225,10,321
2190,137_01_0017_F,62,380,24,381
2191,137_01_0017_F,0,22,9,381
2192,137_01_0017_F,140,255,10,381
2193,174_01_0047_Q,0,243,24,244
2194,174_01_0047_Q,44,65,12,244
2195,174_01_0047_R,0,252,24,253
2196,174_01_0047_R,53,75,12,253
2197,005_01_0002_0,0,325,12,329
2198,005_01_0002_0,0,325,24,329
2199,052_02_0042_D,2,88,24,353
2200,052_02_0042_D,74,352,12,353
2201,052_02_0042_D,178,210,8,353
2202,197_01_0019_0,159,362,24,381
2203,197_01_0019_0,323,377,12,381
2204,083_01_0039_B,0,447,24,449
2205,083_01_0039_B,0,35,12,449
2206,027_03_0072_2,84,249,22,378
2207,027_03_0072_2,252,338,22,378
2208,112_01_0032_p,0,176,23,327
2209,112_01_0032_p,158,326,19,327
2210,112_01_0032_p,0,45,5,327
2211,112_01_0032_p,159,323,5,327
2212,084_02_0014_1,62,91,17,146
2213,084_02_0014_1,91,105,18,146
2214,048_01_0008_1,1,16,17,146
2215,048_01_0008_1,16,35,18,146
2216,048_01_0008_1,46,67,17,146
2217,048_01_0008_1,67,87,18,146
2218,120_01_0019_6,48,90,17,153
2219,120_01_0019_6,89,119,18,153
2220,187_01_0033_1,7,47,17,184
2221,187_01_0033_1,47,100,18,184
2222,163_01_0013_1,128,173,17,262
2223,163_01_0013_1,173,225,18,262
2224,061_01_0029_1,45,160,11,415
2225,061_01_0029_1,352,382,9,415
2226,137_01_0038_E,0,296,24,297
2227,137_01_0038_E,183,296,7,297
2228,174_03_0046_N,0,314,24,316
2229,174_03_0046_N,282,314,7,316
2230,052_01_0048_N,0,382,11,384
2231,052_01_0048_N,21,382,24,384
2232,052_01_0048_N,126,149,8,384
2233,052_01_0048_N,164,180,5,384
2234,052_01_0048_N,353,374,7,384
2235,174_01_0042_K,0,399,24,400
2236,174_01_0042_K,355,399,7,400
2237,192_02_0021_H,110,428,24,431
2238,192_02_0021_H,0,113,50,431
2239,192_02_0021_H,105,213,21,431
2240,192_02_0021_H,0,12,7,431
2241,192_02_0021_H,411,429,7,431
2242,046_01_0003_6,33,92,49,151
2243,046_01_0003_6,32,81,2,151
2244,046_01_0017_4,62,111,49,151
2245,046_01_0017_4,51,99,2,151
2246,046_02_0008_4,14,52,49,153
2247,046_02_0008_4,1,56,2,153
2248,046_01_0009_5,54,104,49,152
2249,046_01_0009_5,44,113,2,152
2250,046_01_0019_15,50,84,49,154
2251,046_01_0019_15,41,91,2,154
2252,046_01_0029_14,35,78,49,154
2253,046_01_0029_14,29,74,2,154
2254,206_05_0028_2,4,85,49,169
2255,206_05_0028_2,1,87,2,169
2256,046_01_0027_1,111,222,49,226
2257,046_01_0027_1,110,195,2,226
2258,046_01_0019_5,107,219,49,231
2259,046_01_0019_5,102,170,2,231
2260,116_01_0026_1,6,126,24,166
2261,116_01_0026_1,80,161,17,166
2262,030_01_0016_z,0,71,8,406
2263,030_01_0016_z,369,404,8,406
2264,030_01_0016_z,0,167,17,406
2265,030_01_0016_z,288,389,17,406
2266,030_01_0016_z,0,404,24,406
2267,030_01_0016_D,0,86,8,436
2268,030_01_0016_D,384,434,8,436
2269,030_01_0016_D,0,182,17,436
2270,030_01_0016_D,303,404,17,436
2271,030_01_0016_D,0,434,24,436
2272,150_01_0045_Y,123,243,8,369
2273,150_01_0045_Y,0,243,25,369
2274,150_01_0045_Y,8,243,50,369
2275,150_01_0045_i,0,119,8,306
2276,150_01_0045_i,0,304,25,306
2277,150_01_0045_i,0,304,50,306
2278,150_01_0045_a,54,173,8,342
2279,150_01_0045_a,0,341,25,342
2280,150_01_0045_a,0,341,50,342
2281,126_01_0033_^,192,225,9,307
2282,126_01_0033_^,0,200,7,307
2283,126_01_0033_^,0,30,21,307
2284,126_01_0033_^,71,305,11,307
2285,126_01_0033_W,165,198,9,349
2286,126_01_0033_W,0,173,7,349
2287,126_01_0033_W,44,335,11,349
2288,163_02_0019_0,0,38,11,412
2289,163_02_0019_0,111,179,9,412
2290,163_02_0019_0,0,411,7,412
2291,191_02_0038_0,0,231,21,244
2292,191_02_0038_0,48,105,8,244
2293,191_02_0038_0,147,216,7,244
2294,087_02_0046_1,32,71,19,151
2295,087_02_0046_1,1,77,0,151
2296,103_01_0008_4,0,48,0,220
2297,103_01_0008_4,25,110,19,220
2298,103_01_0008_4,191,218,5,220
2299,026_02_0010_Q,0,77,19,324
2300,026_02_0010_Q,0,290,8,324
2301,026_02_0010_Q,0,290,7,324
2302,138_01_0015_4,103,128,8,152
2303,138_01_0015_4,127,150,7,152
2304,004_01_0036_1,2,26,8,172
2305,004_01_0036_1,26,52,7,172
2306,004_01_0030_0,0,72,8,228
2307,004_01_0030_0,168,227,7,228
2308,004_01_0030_0,0,227,21,228
2309,199_03_0061_0,2,71,8,283
2310,199_03_0061_0,68,144,7,283
2311,199_03_0061_0,185,282,8,283
2312,152_01_0016_E,252,335,49,337
2313,152_01_0016_E,0,207,8,337
2314,152_01_0016_E,83,335,7,337
2315,026_02_0010_l,0,209,19,426
2316,026_02_0010_l,132,424,8,426
2317,026_02_0010_l,132,424,7,426
2318,091_02_0008_1,85,111,7,152
2319,091_02_0008_1,111,144,8,152
2320,168_01_0011_0,0,37,7,273
2321,168_01_0011_0,23,137,8,273
2322,091_02_0004_A,0,137,7,297
2323,091_02_0004_A,135,296,8,297
2324,200_04_0017_B,0,333,7,335
2325,200_04_0017_B,0,50,8,335
2326,145_01_0013_B,0,35,21,235
2327,145_01_0013_B,0,233,0,235
2328,040_01_0036_1,63,111,21,229
2329,040_01_0036_1,87,168,0,229
2330,040_01_0016_F,0,159,21,414
2331,040_01_0016_F,1,308,0,414
2332,040_01_0016_F,156,259,29,414
2333,040_01_0015_D,0,284,21,317
2334,040_01_0015_D,59,160,0,317
2335,040_01_0015_D,190,225,8,317
2336,040_01_0015_D,263,306,29,317
2337,040_01_0015_D,306,316,13,317
2338,051_05_0011_D,0,325,21,327
2339,051_05_0011_D,105,325,0,327
2340,040_01_0002_O,0,97,10,329
2341,040_01_0002_O,0,88,0,329
2342,040_01_0002_O,105,187,0,329
2343,040_01_0002_O,0,261,21,329
2344,040_01_0002_O,303,328,11,329
2345,030_04_0017_A,2,101,8,316
2346,030_04_0017_A,101,161,9,316
2347,030_04_0017_A,170,315,8,316
2348,030_04_0017_A,0,315,21,316
2349,030_04_0017_A,0,315,24,316
2350,145_04_0010_0,0,157,8,347
2351,145_04_0010_0,108,198,9,347
2352,145_04_0010_0,192,346,8,347
2353,068_02_0028_A,0,48,8,277
2354,068_02_0028_A,48,276,0,277
2355,087_01_0039_0,144,303,0,310
2356,087_01_0039_0,141,159,8,310
2357,140_03_0019_1,0,412,25,414
2358,140_03_0019_1,0,167,8,414
2359,140_03_0019_1,71,207,0,414
2360,174_04_0045_2,30,147,24,152
2361,174_04_0045_2,75,96,5,152
2362,035_01_0043_V,138,229,5,230
2363,035_01_0043_V,0,229,24,230
2364,174_02_0016_H,0,309,24,313
2365,174_02_0016_H,126,153,19,313
2366,174_02_0016_H,294,311,5,313
2367,134_01_0027_1,0,336,21,340
2368,134_01_0027_1,63,336,24,340
2369,134_01_0027_1,102,126,5,340
2370,052_01_0048_D,0,346,11,348
2371,052_01_0048_D,3,346,24,348
2372,052_01_0048_D,108,131,8,348
2373,052_01_0048_D,146,162,5,348
2374,052_01_0048_D,335,346,7,348
2375,052_01_0048_H,0,406,11,408
2376,052_01_0048_H,33,406,24,408
2377,052_01_0048_H,138,161,8,408
2378,052_01_0048_H,176,192,5,408
2379,052_01_0048_H,365,386,7,408
2380,035_01_0035_M,83,314,32,315
2381,035_01_0035_M,0,314,24,315
2382,174_03_0046_L,0,315,24,316
2383,174_03_0046_L,0,32,32,316
2384,174_04_0045_i,0,341,24,342
2385,174_04_0045_i,0,35,32,342
2386,174_04_0045_i,167,245,32,342
2387,174_04_0045_i,29,155,0,342
2388,174_04_0045_`,0,365,24,366
2389,174_04_0045_`,0,59,32,366
2390,174_04_0045_`,191,269,32,366
2391,174_04_0045_`,53,179,0,366
2392,035_01_0043_^,0,240,39,241
2393,035_01_0043_^,0,240,24,241
2394,035_01_0043_D,54,295,39,296
2395,035_01_0043_D,0,295,24,296
2396,174_03_0044_C,0,245,24,247
2397,174_03_0044_C,0,52,11,247
2398,159_01_0032_B,0,58,11,268
2399,159_01_0032_B,0,23,24,268
2400,159_01_0032_A,66,293,11,294
2401,159_01_0032_A,0,293,24,294
2402,035_01_0025_D,183,242,11,415
2403,035_01_0025_D,0,393,24,415
2404,068_02_0004_0,14,57,23,147
2405,068_02_0004_0,10,33,7,147
2406,068_02_0004_0,82,113,9,147
2407,121_01_0006_O,0,322,21,323
2408,121_01_0006_O,15,72,9,323
2409,121_01_0006_O,129,161,8,323
2410,035_01_0037_J,0,56,0,322
2411,035_01_0037_J,0,267,0,322
2412,035_01_0037_J,0,267,24,322
2413,030_01_0016_n,129,269,8,361
2414,030_01_0016_n,0,113,17,361
2415,030_01_0016_n,182,359,17,361
2416,030_01_0016_n,0,359,24,361
2417,030_01_0016_k,192,389,8,390
2418,030_01_0016_k,111,212,17,390
2419,030_01_0016_k,0,272,24,390
2420,030_01_0008_M,0,375,24,407
2421,030_01_0008_M,0,26,8,407
2422,030_01_0008_M,114,170,9,407
2423,030_01_0008_M,230,399,8,407
2424,030_01_0008_M,0,152,22,407
2425,030_01_0008_M,152,224,17,407
2426,137_01_0038(1)_L,0,341,24,373
2427,137_01_0038(1)_L,258,339,19,373
2428,137_01_0038(1)_L,292,341,20,373
2429,137_01_0038(1)_L,291,341,2,373
2430,137_01_0038(1)_L,0,168,19,373
2431,005_01_0046_I,50,291,11,293
2432,005_01_0046_I,22,112,8,293
2433,005_01_0046_I,149,180,6,293
2434,005_01_0046_I,245,282,7,293
2435,005_01_0046_I,153,188,7,293
2436,159_02_0035_0,0,246,8,385
2437,159_02_0035_0,34,384,11,385
2438,174_01_0047_B,0,267,24,268
2439,174_01_0047_B,0,112,0,268
2440,035_01_0043_],156,307,39,309
2441,035_01_0043_],0,101,0,309
2442,035_01_0043_],0,307,24,309
2443,016_04_0029_0,2,96,24,330
2444,016_04_0029_0,93,167,0,330
2445,030_01_0005_L,0,258,24,339
2446,030_01_0005_L,0,335,0,339
2447,030_01_0005_L,77,165,9,339
2448,174_01_0047_C,0,343,24,344
2449,174_01_0047_C,0,98,0,344
2450,087_02_0028_Q,0,435,0,436
2451,087_02_0028_Q,0,219,24,436
2452,207_02_0032_A,0,152,12,305
2453,207_02_0032_A,150,303,19,305
2454,026_02_0010_e,0,86,12,359
2455,026_02_0010_e,89,169,12,359
2456,026_02_0010_e,159,357,19,359
2457,026_02_0010_e,294,357,8,359
2458,026_02_0010_e,294,357,7,359
2459,086_02_0035_B,162,200,19,402
2460,086_02_0035_B,332,401,19,402
2461,086_02_0035_B,0,401,12,402
2462,207_04_0022_A,0,212,12,426
2463,207_04_0022_A,210,423,19,426
2464,191_02_0007_0,77,117,7,162
2465,191_02_0007_0,117,159,10,162
2466,148_01_0010_0,0,122,7,178
2467,148_01_0010_0,122,166,10,178
2468,148_01_0030_D,0,240,19,242
2469,148_01_0030_D,0,18,6,242
2470,046_01_0014_0,74,96,8,220
2471,046_01_0014_0,93,114,9,220
2472,046_01_0014_0,138,183,9,220
2473,079_01_0044_8,81,118,17,170
2474,079_01_0044_8,121,167,17,170
2475,030_01_0006_f,0,96,8,307
2476,030_01_0006_f,99,150,8,307
2477,030_01_0006_f,0,18,22,307
2478,030_01_0006_f,24,101,17,307
2479,030_01_0006_f,119,180,17,307
2480,030_01_0006_f,185,305,17,307
2481,030_01_0006_f,0,104,0,307
2482,030_01_0006_o,0,56,17,366
2483,030_01_0006_o,32,177,23,366
2484,030_01_0006_o,179,363,17,366
2485,103_01_0031_1,64,100,15,192
2486,103_01_0031_1,100,163,19,192
2487,078_02_0033_A,0,60,19,317
2488,078_02_0033_A,60,221,23,317
2489,078_02_0033_A,221,315,22,317
2490,027_01_0045_B,0,200,23,414
2491,027_01_0045_B,203,378,23,414
2492,103_01_0027_0,66,105,9,314
2493,103_01_0027_0,122,179,19,314
2494,103_01_0027_0,180,225,9,314
2495,137_01_0035_H,0,21,19,338
2496,137_01_0035_H,238,313,19,338
2497,137_01_0035_H,318,337,19,338
2498,137_01_0035_H,0,145,7,338
2499,137_01_0035_H,273,337,9,338
2500,148_01_0029_F,207,316,19,387
2501,148_01_0029_F,192,223,9,387
2502,148_01_0029_F,284,385,9,387
2503,065_01_0013_H,0,66,9,277
2504,065_01_0013_H,91,276,0,277
2505,171_01_0015_1,0,126,9,447
2506,171_01_0015_1,123,224,0,447
2507,076_02_0013_2,42,124,8,280
2508,076_02_0013_2,98,244,19,280
2509,152_01_0030_V,26,107,48,308
2510,152_01_0030_V,203,306,19,308
2511,152_01_0030_V,263,306,30,308
2512,152_01_0030_V,0,306,8,308
2513,051_03_0007_J,0,70,12,353
2514,051_03_0007_J,78,133,18,353
2515,051_03_0007_J,174,187,19,353
2516,051_03_0007_J,0,350,8,353
2517,051_03_0007_I,6,151,12,434
2518,051_03_0007_I,160,215,18,434
2519,051_03_0007_I,255,268,19,434
2520,051_03_0007_I,0,431,8,434
2521,046_01_0023_D,0,264,49,266
2522,046_01_0023_D,0,25,5,266
2523,022_04_0036_P,0,299,49,320
2524,022_04_0036_P,111,156,29,320
2525,022_04_0036_P,15,38,5,320
2526,022_04_0036_P,296,315,5,320
2527,046_01_0023_B,0,335,49,337
2528,046_01_0023_B,70,96,5,337
2529,046_02_0028_5,158,318,49,448
2530,046_02_0028_5,299,385,5,448
2531,163_01_0023_0,233,290,15,422
2532,163_01_0023_0,0,417,7,422
2533,196_02_0039_1,0,260,25,262
2534,196_02_0039_1,0,52,17,262
2535,196_02_0039_1,52,260,23,262
2536,030_01_0006_j,0,147,17,269
2537,030_01_0006_j,123,268,23,269
2538,030_01_0006_D,1,148,17,373
2539,030_01_0006_D,124,270,23,373
2540,201_01_0026_1,0,239,17,448
2541,201_01_0026_1,239,447,23,448
2542,162_01_0039_0,29,95,0,186
2543,162_01_0039_0,54,92,7,186
2544,016_02_0043_D,0,309,0,311
2545,016_02_0043_D,153,237,7,311
2546,016_01_0011_E,0,317,0,319
2547,016_01_0011_E,59,162,7,319
2548,016_01_0013_0,0,339,0,340
2549,016_01_0013_0,249,297,7,340
2550,016_01_0011_C,0,442,0,443
2551,016_01_0011_C,0,102,7,443
2552,030_01_0016_C,18,158,8,313
2553,030_01_0016_C,71,254,17,313
2554,030_01_0016_C,0,311,24,313
2555,134_01_0002_0,89,215,24,337
2556,134_01_0002_0,210,258,17,337
2557,134_01_0002_0,120,158,8,337
2558,030_01_0016_i,0,89,8,367
2559,030_01_0016_i,2,185,17,367
2560,030_01_0016_i,306,365,17,367
2561,030_01_0016_i,0,365,24,367
2562,145_04_0038_0,0,186,25,187
2563,145_04_0038_0,0,80,19,187
2564,145_04_0038_0,0,135,49,187
2565,081_01_0015_C,0,235,49,236
2566,081_01_0015_C,33,120,19,236
2567,081_01_0015_O,0,166,8,405
2568,081_01_0015_O,0,401,49,405
2569,081_01_0015_O,200,286,19,405
2570,035_01_0039_f,111,311,24,313
2571,035_01_0039_f,12,84,7,313
2572,035_01_0039_f,0,156,27,313
2573,035_01_0039_o,45,402,24,403
2574,035_01_0039_o,0,18,7,403
2575,035_01_0039_o,0,90,27,403
2576,167_05_0011_I,0,381,19,383
2577,167_05_0011_I,188,244,7,383
2578,167_05_0011_I,325,381,9,383
2579,035_01_0037_R,0,113,44,307
2580,035_01_0037_R,170,305,0,307
2581,035_01_0037_R,0,249,24,307
2582,035_01_0037_R,0,305,24,307
2583,035_01_0037_Y,0,45,44,379
2584,035_01_0037_Y,53,185,44,379
2585,035_01_0037_Y,242,377,0,379
2586,035_01_0037_Y,0,321,24,379
2587,035_01_0037_Y,0,377,24,379
2588,035_01_0037_h,0,131,44,379
2589,035_01_0037_h,188,377,0,379
2590,035_01_0037_h,0,267,24,379
2591,035_01_0037_h,0,377,24,379
2592,107_01_0021_2,0,55,19,157
2593,107_01_0021_2,96,153,19,157
2594,107_01_0021_2,4,79,24,157
2595,107_01_0021_2,87,150,8,157
2596,086_01_0025_1,72,166,19,249
2597,086_01_0025_1,187,244,24,249
2598,137_01_0036_M,54,249,24,250
2599,137_01_0036_M,0,249,19,250
2600,197_01_0003_E,0,16,19,265
2601,197_01_0003_E,0,263,24,265
2602,137_01_0036_C,194,391,24,392
2603,137_01_0036_C,0,389,19,392
2604,137_01_0036_C,50,140,8,392
2605,137_01_0038(1)_V,0,310,24,339
2606,137_01_0038(1)_V,0,45,20,339
2607,137_01_0038(1)_V,210,280,20,339
2608,137_01_0038(1)_V,0,114,2,339
2609,137_01_0038(1)_V,90,153,8,339
2610,019_01_0055_H,0,261,22,310
2611,019_01_0055_H,132,306,8,310
2612,019_01_0055_H,105,150,9,310
2613,033_01_0007_E,0,51,10,311
2614,033_01_0007_E,0,150,8,311
2615,033_01_0007_E,154,242,8,311
2616,033_01_0007_E,0,309,22,311
2617,149_01_0008_0,212,291,8,315
2618,149_01_0008_0,153,311,22,315
2619,161_02_0045_2,0,74,22,323
2620,161_02_0045_2,65,162,8,323
2621,184_01_0008_0,0,32,8,151
2622,184_01_0008_0,0,48,8,151
2623,184_01_0008_0,0,45,8,151
2624,087_05_0022_C,0,14,10,234
2625,087_05_0022_C,88,232,8,234
2626,087_05_0022_C,0,232,10,234
2627,040_05_0031_0,0,70,0,146
2628,040_05_0031_0,70,92,8,146
2629,081_03_0039_1,48,127,0,199
2630,081_03_0039_1,127,150,8,199
2631,190_02_0010_1,159,212,0,357
2632,190_02_0010_1,212,337,8,357
2633,040_01_0024_A,18,272,0,421
2634,040_01_0024_A,69,118,8,421
2635,040_01_0024_A,212,311,21,421
2636,091_02_0015_0,0,249,0,369
2637,091_02_0015_0,246,368,10,369
2638,040_01_0044_S,0,72,0,419
2639,040_01_0044_S,0,37,10,419
2640,017_05_0012_0,0,424,0,426
2641,017_05_0012_0,269,401,10,426
2642,167_02_0019_P,0,110,19,403
2643,167_02_0019_P,0,85,8,403
2644,167_02_0019_P,85,197,7,403
2645,161_04_0059_2,83,275,8,382
2646,161_04_0059_2,83,275,6,382
2647,090_02_0028_E,0,413,24,414
2648,090_02_0028_E,69,98,9,414
2649,174_01_0047_U,0,434,24,438
2650,174_01_0047_U,194,215,12,438
2651,174_01_0047_U,392,434,9,438
2652,123_03_0001_1,93,146,30,148
2653,123_03_0001_1,76,102,8,148
2654,016_01_0037_1,59,80,8,174
2655,016_01_0037_1,95,145,30,174
2656,026_04_0014_3,76,133,8,174
2657,026_04_0014_3,124,165,30,174
2658,123_01_0027_4,86,147,30,191
2659,123_01_0027_4,52,104,8,191
2660,169_02_0015_E,21,120,30,313
2661,169_02_0015_E,249,311,49,313
2662,169_02_0015_E,0,158,8,313
